epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.6951977193355561,51.57232704402516,0.6177935361862182,88.88888888888889
2,0.6631540381908416,68.93081761006289,0.6230762918790181,98.95178197064989
3,0.6432778859138488,87.10691823899371,0.6100790858268738,99.79035639412997
4,0.5883794009685517,87.04402515723271,0.4126064891616503,99.79035639412997
5,0.49221800208091737,83.39622641509433,0.3136289363106092,100.0
6,0.4303683769702911,88.36477987421384,0.27679322560628256,100.0
7,0.37790611028671267,93.64779874213836,0.25796788980563484,100.0
8,0.33524866282939914,95.78616352201257,0.23190558329224586,100.0
9,0.30534598231315613,95.09433962264151,0.21416666954755784,100.0
10,0.2693852972984314,96.47798742138365,0.19480514973402024,100.0
