epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.6995563614368439,51.509433962264154,0.6600281675656636,88.88888888888889
2,0.6436310386657715,58.867924528301884,0.6264056434233983,76.31027253668763
3,0.5764543640613556,70.56603773584905,0.4734141861399015,99.37106918238993
4,0.4720122766494751,85.22012578616352,0.41323518951733906,96.0167714884696
5,0.38573434829711917,90.062893081761,0.3659223074714343,97.9035639412998
6,0.32131309926509855,92.38993710691824,0.27948204477628075,99.79035639412997
7,0.27542899817228317,93.20754716981132,0.3020878441631794,98.53249475890985
8,0.24315135449171066,92.70440251572327,0.2016846902668476,99.79035639412997
9,0.2257399034500122,92.57861635220125,0.2291932297249635,99.58071278825996
10,0.2062447988986969,93.77358490566037,0.2273104039331277,98.95178197064989
