epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.6704712378978729,58.657465495608534,0.6844149630471884,49.31506849315068
2,0.5402882039546967,81.43036386449184,0.45582200892000313,91.47640791476408
3,0.43482254922389985,88.08030112923463,0.3587305919233575,97.26027397260275
4,0.3549756121635437,91.96988707653702,0.32282395014561804,95.28158295281582
5,0.29831171572208404,94.6047678795483,0.2777584877358862,96.19482496194826
6,0.2596276059746742,95.2948557089084,0.22206889882863287,98.4779299847793
7,0.2415473395586014,95.42032622333751,0.1988408978444984,98.17351598173516
8,0.21312166273593902,96.80050188205772,0.21082057364015694,95.89041095890411
9,0.18816444307565688,97.17691342534505,0.15731657009167843,98.78234398782344
10,0.17956432461738586,97.05144291091594,0.13558116124336977,98.93455098934551
