epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.8288075304031373,49.80988593155894,0.9041285345951716,11.134453781512605
2,0.7042145478725433,49.80988593155894,0.7458554615577062,11.134453781512605
3,0.693636748790741,50.57034220532319,0.7037065227826437,23.529411764705884
4,0.6933351624011993,50.760456273764255,0.701577427983284,25.210084033613445
5,0.6934294462203979,48.09885931558935,0.7036571482817332,23.10924369747899
6,0.6937663304805756,48.85931558935361,0.6997545262177786,31.722689075630253
7,0.6931159710884094,50.8871989860583,0.6841421504815419,75.0
8,0.6940522420406342,48.542458808618505,0.6854526201883951,72.05882352941177
9,0.6933374536037445,50.633713561470216,0.7140033533175786,12.815126050420169
10,0.693993661403656,47.59188846641318,0.6879299143950145,65.96638655462185
11,0.6934345769882202,49.556400506970846,0.6928636809190114,49.78991596638655
12,0.6931678950786591,50.50697084917617,0.6888561894496282,63.865546218487395
13,0.6933346474170685,49.93662864385298,0.6988550901412964,33.403361344537814
14,0.6937773323059082,48.28897338403042,0.6906601558128993,57.983193277310924
15,0.6934593677520752,50.950570342205324,0.6867666006088257,66.38655462184875
