epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.7190886519171975,49.27536231884058,0.6739147045242955,61.79577464788732
2,0.7116487148133191,50.79710144927536,0.685022664741731,66.72535211267606
3,0.7008906535126946,49.34782608695652,0.7717071729646602,10.387323943661972
4,0.7072700925848701,47.028985507246375,0.7106742086544843,18.661971830985916
5,0.6969834010709416,50.21739130434783,0.6929220473262626,61.79577464788732
6,0.6928556155074727,51.44927536231884,0.8317670318442332,10.387323943661972
7,0.6964976963671771,51.3768115942029,0.7885638290727642,10.387323943661972
8,0.6927195232022892,53.333333333333336,0.7345181518877056,10.387323943661972
9,0.6955328583717346,51.30434782608695,0.6711631215793986,89.08450704225352
10,0.692861639640548,51.52173913043478,0.6882330716495783,69.19014084507042
11,0.6892127895897086,52.46376811594203,0.60781677759869,89.61267605633803
12,0.6896200356158343,52.608695652173914,0.6130451476070243,89.61267605633803
13,0.6914315277879889,54.492753623188406,0.6157874993874993,89.61267605633803
14,0.6852072748270902,55.79710144927536,0.6123210082591419,89.61267605633803
15,0.68411954424598,56.08695652173913,0.6179854693547101,89.61267605633803
16,0.6771231849085201,58.18840579710145,0.6245532799774492,89.61267605633803
17,0.6765048016201366,59.27536231884058,0.621384043089101,89.61267605633803
18,0.6749866117130626,58.768115942028984,0.6216030599365772,89.61267605633803
19,0.6739200028506193,59.05797101449275,0.6215540943011432,89.61267605633803
20,0.6714073094454679,61.88405797101449,0.6349957341879187,89.61267605633803
