epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.6902786028385163,56.39899623588457,0.7124507276408644,34.24657534246575
2,0.5985964810848237,68.06775407779172,0.6206642220537346,62.55707762557078
3,0.4863668179512024,78.67001254705144,0.3708674702568945,83.56164383561644
4,0.39795484483242033,86.51191969887077,0.4386493058718113,72.6027397260274
5,0.35614141196012494,89.20953575909661,0.21172188815986176,90.56316590563166
6,0.3067448538541794,91.53074027603513,0.12191007800939554,94.9771689497717
7,0.26666478395462034,93.66373902132999,0.10525550826449867,95.73820395738204
8,0.254535448551178,93.47553324968632,0.1888110879149445,90.56316590563166
9,0.27054647386074065,91.59347553324969,0.08874592220129134,97.10806697108067
10,0.24076227694749833,92.91091593475534,0.13540108767387188,93.60730593607306
