epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.6934248358011246,50.223513634331695,0.6918026235970584,89.1566265060241
2,0.693463368500982,48.703620920876176,0.6937691334522131,10.843373493975903
3,0.6932966240814754,50.223513634331695,0.6915405510049878,89.1566265060241
4,0.6933366805315018,49.28475637013858,0.6938664184676276,10.843373493975903
5,0.6932845805372511,49.91059454626732,0.6892468384420029,89.1566265060241
6,0.6932705334254674,49.329459097004914,0.6871302206106861,89.1566265060241
7,0.6705707605395999,55.47608404112651,0.6535393022979149,60.49461001902346
8,0.5869488486221859,65.4224407688869,0.4157142485633041,84.78123018389347
9,0.5059923074075154,69.49038891372373,0.40384408304787645,86.93722257450857
10,0.47183065371853966,71.25614662494412,0.33036663770826175,88.96639188332277
