epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.7066810846328735,50.0,0.79598935612713,11.11111111111111
2,0.663944946527481,50.0,0.7041145541581763,11.11111111111111
3,0.5868402707576752,79.29736511919698,0.604034911437207,94.82496194824962
4,0.5219741642475129,89.6486825595985,0.5377389928662634,92.84627092846272
5,0.4574570482969284,93.97741530740277,0.4555366093135742,97.10806697108067
6,0.41503807008266447,94.73023839397742,0.39567777406738464,98.93455098934551
7,0.3682971584796906,95.2948557089084,0.3465791617531374,99.23896499238965
8,0.32799860537052156,96.29861982434127,0.3038002435701439,99.69558599695586
9,0.3015440094470978,95.79673776662484,0.27180166129606315,99.69558599695586
10,0.27842686414718626,96.23588456712673,0.25624248439289,98.63013698630137
