epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.6927125227451324,51.19196988707654,0.7003947043993387,28.310502283105023
2,0.6745600116252899,70.38895859473024,0.6572713938104101,83.40943683409436
3,0.6188520884513855,77.16436637390213,0.7036483539156166,49.61948249619483
4,0.5474355953931809,80.86574654956085,0.5710499092756983,83.10502283105023
5,0.4859869587421417,85.25721455457968,0.4488869937787573,91.78082191780823
6,0.4253042781352997,88.77038895859474,0.4480146280972354,89.04109589041096
7,0.3865842914581299,88.2685069008783,0.36938692360039216,92.23744292237443
8,0.3313236224651337,91.27979924717691,0.2930360651877989,97.56468797564688
9,0.3034937709569931,91.27979924717691,0.31416648105684536,93.45509893455099
10,0.28682007372379303,91.84441656210791,0.25279140598084554,96.80365296803653
