epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.8333094112078349,50.0,1.0506012220427674,11.11111111111111
2,0.7350473475456237,50.0,0.8804743084705101,11.11111111111111
3,0.7046911942958832,50.0,0.7271933173233608,11.11111111111111
4,0.6922276027997335,51.55071248952221,0.6977150625777695,55.20094562647754
5,0.5876072402795156,75.25146689019279,0.5636315096942883,83.80614657210401
6,0.41842637995878856,91.11483654652137,0.3460236839809508,96.98581560283688
7,0.30658565799395243,95.93461860854987,0.25607478246092796,97.75413711583924
8,0.24348788817723593,97.3595976529757,0.20628787556065703,97.51773049645391
9,0.20448748926321667,97.84157585917855,0.15679902481442354,99.29078014184397
10,0.16446847463647524,98.63788767812238,0.1404993767445942,98.46335697399527
