epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.8876668377356096,49.20289855072464,1.0639093904428079,10.387323943661972
2,0.7655098262158307,49.20289855072464,0.933505762630785,10.387323943661972
3,0.7105734700506384,49.20289855072464,0.8397298060672383,10.387323943661972
4,0.6620590564879504,49.20289855072464,0.7686611103339934,10.387323943661972
5,0.6164027743718841,51.15942028985507,0.690383385604536,45.070422535211264
6,0.5597214881669391,68.04347826086956,0.6195309657446095,84.6830985915493
7,0.5032795173200694,80.0,0.5542586617906329,91.37323943661971
8,0.43518042361194437,87.89855072463769,0.4751089269846258,95.07042253521126
9,0.3909120546145873,90.94202898550725,0.49010852650857306,88.38028169014085
10,0.34977304664525116,93.18840579710145,0.38045683796976654,95.59859154929578
