epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.6924645010914121,54.82789450156459,0.673579874062779,52.94863665187064
2,0.6153646034853799,69.4456861868574,0.6327316976255841,63.47495244134432
3,0.5475075845207487,77.71569065713008,0.4418075981766287,83.5129993658846
4,0.46306326389312746,82.6776933392937,0.4285479856259895,80.53265694356372
5,0.3641667277685234,89.58426464014305,0.40968336917535225,82.3715916296766
6,0.3127377059842859,91.14886008046491,0.30413673645017125,89.0298034242232
7,0.26613016117896354,92.69110415735359,0.2655267609339772,89.41027266962587
8,0.22203050894396645,94.09924005364327,0.2659550855933416,89.22003804692454
9,0.19971282072365285,94.72507822977201,0.15609011308036067,95.05389980976538
10,0.16864711008965969,95.48502458649978,0.11187032960129506,96.9562460367787
