epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.662398009300232,61.22961104140527,0.5520111555794636,83.71385083713851
2,0.5347597342729569,85.00627352572145,0.424229211476912,95.12937595129375
3,0.45531040132045747,89.0840652446675,0.39563860555729236,91.78082191780823
4,0.4074553596973419,90.27603513174404,0.332375576338136,95.89041095890411
5,0.3474418145418167,93.16185696361354,0.2953112848910941,96.34703196347031
6,0.32389550864696504,92.34629861982434,0.2710700760404748,96.19482496194826
7,0.27324543237686155,94.35382685069008,0.20967023792755174,98.4779299847793
8,0.2607627299427986,93.7892095357591,0.20616854062999587,97.4124809741248
9,0.2341440549492836,94.6047678795483,0.1730571210563901,98.02130898021309
10,0.20724618673324585,96.36135508155583,0.15888712483357234,98.63013698630137
