epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.7173795175552368,50.0,0.8400075324944087,11.11111111111111
2,0.6840678322315216,50.0,0.7708282377038683,11.11111111111111
3,0.6158338081836701,52.6448362720403,0.6693631742681776,64.87455197132617
4,0.5372388410568237,82.49370277078086,0.5792585219655718,96.415770609319
5,0.47379593074321746,93.57682619647355,0.5060460069349834,97.84946236559139
6,0.4209736698865891,95.4030226700252,0.44880060383251735,98.9247311827957
7,0.3825782907009125,96.22166246851386,0.3778432714087622,99.82078853046595
8,0.3503501504659653,96.8513853904282,0.33824830608708517,99.6415770609319
9,0.3250241959095001,96.34760705289672,0.3060356778757913,99.82078853046595
10,0.30383594512939455,96.66246851385391,0.2823967375925609,100.0
