epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.8745327949523926,50.0,1.294729095697403,11.11111111111111
2,0.8063843703269958,50.0,1.1796873254435403,11.11111111111111
3,0.77295081615448,50.0,1.0496924315180098,11.11111111111111
4,0.7409498345851898,50.0,0.9823512886251722,11.11111111111111
5,0.7145979642868042,50.0,0.8802265405654908,11.11111111111111
6,0.6766171097755432,50.0,0.8421153272901263,11.11111111111111
7,0.6213433587551117,51.51133501259446,0.795873920406614,12.007168458781361
8,0.538103734254837,73.11083123425692,0.7632927834987641,23.655913978494624
9,0.46231509327888487,85.51637279596977,0.6790243651185717,51.4336917562724
10,0.4084230375289917,90.30226700251889,0.5714916161128453,77.06093189964157
